,Unnamed: 0,IPI,MTT,Import,Export,BalCom,Pib1,Pib2,ref,ouverture,cloture,ref.1,ouverture.1,cloture.1,ref.2,ouverture.2,cloture.2,ref.3,ouverture.3,cloture.3,ref.4,ouverture.4,cloture.4,ref.5,ouverture.5,cloture.5,ref.6,ouverture.6,cloture.6,ref.7,ouverture.7,cloture.7,ref.8,ouverture.8,cloture.8,ref.9,ouverture.9,cloture.9,ref.10,ouverture.10,cloture.10,ref.11,ouverture.11,cloture.11,ref.12,ouverture.12,cloture.12,ref.13,ouverture.13,cloture.13,ref.14,ouverture.14,cloture.14,ref.15,ouverture.15,cloture.15,ref.16,ouverture.16,cloture.16,ref.17,ouverture.17,cloture.17,ref.18,ouverture.18,cloture.18,ref.19,ouverture.19,cloture.19,ref.20,ouverture.20,cloture.20,ref.21,ouverture.21,cloture.21,ref.22,ouverture.22,cloture.22,TIL,ref.23,ouverture.23,cloture.23,ref.24,ouverture.24,cloture.24,Delice,ouverture.25,cloture.25,ref.26,ouverture.26,cloture.26,ref.27,ouverture.27,cloture.27,ref.28,ouverture.28,cloture.28,ref.29,ouverture.29,cloture.29,ref.30,ouverture.30,cloture.30,ref.31,ouverture.31,cloture.31,ref.32,ouverture.32,cloture.32,ref.33,ouverture.33,cloture.33,ref.34,ouverture.34,cloture.34,ref.35,ouverture.35,cloture.35,ref.36,ouverture.36,cloture.36,ref.37,ouverture.37,cloture.37,ref.38,ouverture.38,cloture.38,ref.39,ouverture.39,cloture.39,ref.40,ouverture.40,cloture.40,ref.41,ouverture.41,cloture.41,ref.42,ouverture.42,cloture.42,Price,Open,High,Low,Vol.,Change %
597,2019-08-21,85.1,7.83,2820.3,4520.6,-1203.8,1764.4,18440.9,10990,11290,10990,1210,1220,1190,6490,6490,6530,5300,5300,5300,11260,11260,11400,2170,2170,2170,15330,15100,15300,10040,10040,10040,15260,15200,15260,9150,9090,9100,11900,11900,12000,7570,7790,7790,6470,6470,6470,5650,5560,5520,1890,1900,1850,4800,4800,4800,4000,3980,3980,2040,1990,1980,6550,6540,6550,1930,1850,1930,680,660,680,13500,13100,13100,910,890,890,,13900,13500,13500,2290,2280,2300,5950,5930,6100,134000,134000,134000,12450,12400,12400,1630,1650,1630,16000,15900,15900,32900,32900,32960,22900,22850,22840,4400,4390,4510,27900,27940,27900,12400,12380,12370,3920,4020,3970,7340,7340,7350,19020,19200,19590,12270,12200,12010,116480,116990,116760,34400,34490,34500,650,640,640,19600,19550,19690,7174.75,7173.1,7187.86,7165.44,217540,0.07
598,2019-08-22,85.1,7.83,2820.3,4520.6,-1203.8,1764.4,18440.9,10960,10640,10950,1190,1220,1220,6530,6450,6500,5150,5280,5280,11400,11400,11840,2170,2170,2170,15300,15330,15550,10040,10050,10050,15260,15200,15200,9100,9030,9080,12000,11800,11950,7790,7880,7850,6470,6470,6470,5520,5510,5500,1850,1900,1890,4800,4740,4800,3980,3980,3980,1980,1990,1980,6550,6540,6550,1930,1850,1930,680,650,670,13100,13100,13100,890,870,910,,13500,13500,13600,2300,2250,2300,6100,6280,6100,134000,134000,134000,12400,12350,12350,1630,1660,1660,15900,15900,16000,32960,32900,32960,22840,22800,22840,4510,4640,4770,27900,27940,27950,12370,12250,12390,3970,3950,4090,7350,7350,7360,19020,19200,19590,12010,11910,11910,116760,115000,116750,34500,34020,34000,640,630,640,19690,19520,19680,7194.58,7166.39,7194.58,7149.46,335720,0.28
599,2019-08-23,85.1,7.83,2820.3,4520.6,-1203.8,1764.4,18440.9,10950,11240,11240,1190,1220,1220,6500,6410,6580,5280,5260,5270,11840,11990,11800,2170,2170,2170,15550,15690,15650,10050,10040,10050,15200,15200,15190,9080,9000,9090,11950,11950,11950,7850,7510,7700,6470,6470,6470,5500,5500,5660,1890,1900,1880,4800,4850,4900,3980,3900,3980,1980,1930,1980,6550,6540,6550,1930,1850,1930,670,680,690,13100,13100,13100,910,870,910,,13600,13500,13600,2300,2250,2300,6100,5920,6010,134000,134000,134000,12350,12350,12350,1660,1660,1660,16000,15900,16000,32960,32900,32960,22840,22840,23150,4770,4910,4920,27950,27950,27950,12390,12200,12350,4090,4090,4130,7360,7390,7390,19020,19200,19590,11910,12200,12200,116750,114300,115900,34000,33890,34000,640,650,650,19680,19520,19500,7205.61,7187.53,7214.93,7181.21,278810,0.15
602,2019-08-26,85.1,7.83,2820.3,4520.6,-1203.8,1764.4,18440.9,11240,10910,10910,1190,1220,1220,6580,6580,6580,5270,5260,5270,11800,11700,11590,2170,2170,2170,15650,15640,15600,10050,10050,10050,15190,15150,15200,9090,9000,9000,11950,11950,11950,7700,7510,7690,6470,6470,6470,5660,5500,5660,1880,1910,1950,4900,4900,4950,3980,3900,3980,1980,1930,1980,6360,6540,6550,1930,1850,1930,690,690,670,13100,13100,13100,910,870,910,,13600,13500,13600,2300,2250,2300,6090,6190,6180,134000,134000,134000,12350,12350,12350,1660,1660,1660,16000,15900,16000,32960,32900,32960,23150,23150,22810,4920,4920,4920,27950,27980,27980,12350,12200,12390,4130,4180,4060,7390,7400,7390,19020,19200,19590,12200,12200,12200,115900,114100,116000,34000,33900,34000,650,650,650,19500,19500,19500,7189.49,7190.59,7207.6,7185.21,374260,-0.22
603,2019-08-27,85.1,7.83,2820.3,4520.6,-1203.8,1764.4,18440.9,10910,10950,10700,1190,1220,1220,6580,6570,6600,5270,5260,5270,11590,11700,11450,2170,2150,2170,15600,15590,15130,10050,10050,10050,15200,15110,15100,9000,8900,8890,11950,11950,11960,7690,7520,7690,6470,6470,6470,5660,5500,5660,1950,1980,1970,4950,4860,4860,3980,3870,3870,1980,1980,1980,6360,6360,6550,1930,1850,1930,670,650,680,13100,13100,13100,910,890,890,,13600,13500,13600,2300,2300,2280,6180,5920,6100,134000,134000,134000,12350,12350,12350,1660,1660,1620,16000,15900,16000,32960,32900,32960,22810,23000,23000,4920,4900,4900,27980,27950,27980,12390,12300,12300,4060,4050,4070,7390,7390,7430,19020,19200,19590,12200,12200,12200,116000,116000,116760,34000,34000,33990,650,640,650,19500,19500,19500,7181.14,7189.73,7199.67,7173.62,710290,-0.12
604,2019-08-28,85.1,7.83,2820.3,4520.6,-1203.8,1764.4,18440.9,10700,10700,10900,1190,1220,1220,6600,6640,6880,5270,5260,5270,11450,11500,11570,2170,2160,2170,15130,15550,15130,10050,10040,9800,15100,15060,15150,8890,8890,8840,11960,11610,11950,7690,7520,7690,6470,6470,6470,5660,5530,5550,1970,1960,1920,4860,4980,4980,3870,3870,3870,1980,1980,1980,6550,6550,6590,1930,1850,1930,680,650,690,13100,13460,13460,890,850,850,,13600,13500,13600,2240,2290,2280,6100,5940,5920,134000,134000,134000,12350,12350,12350,1620,1620,1640,16000,15900,16000,32960,32900,32960,23000,22810,22990,4900,4880,4950,27980,27980,27950,12300,12100,12130,4070,4180,4130,7430,7430,7600,19020,19200,19590,12200,12200,12200,116760,117000,116700,33990,33900,34490,650,650,650,19500,19500,19500,7214.95,7176.07,7230.01,7175.7,358500,0.47
605,2019-08-29,85.1,7.83,2820.3,4520.6,-1203.8,1764.4,18440.9,10900,10950,10950,1190,1220,1220,6880,6900,6700,5270,5270,5250,11570,11590,11600,2170,2160,2170,15130,15300,15200,9800,9800,10050,15150,15150,15100,8840,8890,8680,11950,11950,11950,7690,7500,7500,6470,6280,6470,5550,5700,5550,1920,1970,1970,4980,4850,4900,3870,3900,3970,1980,1980,1980,6590,6570,6580,1930,1850,1930,690,690,680,13460,13110,13460,850,880,880,,13600,13200,12810,2280,2230,2280,5920,6050,5900,134000,134000,134000,12350,12000,12240,1640,1610,1650,16000,15900,16000,32960,32900,32960,22990,22830,23200,4950,4890,4810,27950,27930,27930,12130,12290,12290,4130,4080,4140,7600,7600,7820,19020,19200,19590,12200,12200,12200,116700,116700,118000,34490,34390,34000,650,640,640,19500,19580,19580,7242.63,7217.24,7251.76,7210.87,314570,0.38
606,2019-08-30,85.1,7.83,2820.3,4520.6,-1203.8,1764.4,18440.9,10950,11000,11000,1190,1220,1220,6700,6700,6900,5250,5200,5180,11600,11600,11790,2170,2140,2150,15200,15010,15030,10050,10040,10000,15100,14900,14950,8680,8660,8840,11950,11950,11950,7500,7490,7490,6470,6280,6470,5550,5530,5690,1920,1870,1970,4900,4900,4930,3970,3880,3870,1980,1980,1980,6580,6580,6580,1930,1850,1930,680,670,670,13460,13400,13460,880,860,860,,12810,13200,12810,2280,2280,2240,5870,6040,5860,134000,130000,130000,12240,12240,12200,1650,1690,1650,16000,15900,15900,32960,32000,32960,23200,23000,23000,4810,4950,4900,27930,27980,27980,12290,12290,12290,4140,4030,4120,7820,7980,8000,19020,19200,19590,12200,12200,12200,118000,117980,118000,34000,33500,34400,640,650,630,19580,19500,19600,7278.43,7255.46,7289.48,7254.92,377800,0.49
609,2019-09-02,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,11000,10750,11000,1190,1220,1220,6900,7210,6950,5180,5200,5180,11790,11800,11600,2150,2150,2150,15030,15400,15190,10000,10040,10040,14950,14610,14740,8840,8840,8770,11950,11900,12150,7490,7600,7600,6470,6280,6470,5690,5530,5530,1970,1920,1920,4930,4800,4900,3870,3760,3950,1980,1930,2050,6580,6570,6570,1930,1850,1930,670,680,680,13460,13120,13700,860,840,840,,12810,12510,12880,2240,2270,2240,5860,5860,5800,130000,129000,127000,12200,12400,12150,1650,1690,1690,15900,16000,16370,32960,32000,32960,23000,23000,23000,4900,4880,4760,27980,27560,27950,12290,12120,12220,4120,4120,4070,8000,8000,7830,19020,19200,19590,12200,12200,12200,118000,119800,118000,34400,34490,34490,630,630,630,19600,19600,19650,7234.63,7278.56,7301.03,7228.5,239380,-0.6
610,2019-09-03,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,11000,10750,11000,1190,1220,1220,6950,7020,6860,5180,5200,5180,11600,11550,11700,2150,2140,2150,15190,14950,14770,10040,10050,10040,14740,14500,14720,8770,8520,8650,12150,12150,12000,7600,7390,7390,6470,6280,6470,5530,5530,5530,1920,1870,1870,4900,4800,4860,3950,3760,3950,2050,2050,1990,6570,6570,6570,1930,1850,1930,680,660,660,13700,13290,13700,840,850,850,,12880,12510,12880,2240,2270,2280,5800,5850,5700,127000,130810,130810,12150,12090,12090,1690,1750,1650,16370,16000,16370,32960,32000,32960,23000,23350,23350,4760,4760,4720,27950,28100,28000,12220,12100,12200,4070,3950,4000,7830,7800,7790,19020,19200,19590,12200,12200,12200,118000,118000,118000,34490,34480,34480,630,630,630,19650,19650,19600,7226.7,7225.96,7241.2,7222.93,201580,-0.11
611,2019-09-04,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,11000,11000,10750,1190,1220,1220,6860,6700,6860,5180,5050,5030,11700,11600,11650,2150,2090,2140,14770,15100,15050,10040,10000,10000,14720,14720,14720,8650,8690,8680,12000,12000,12000,7390,7600,7600,6470,6280,6470,5530,5600,5600,1870,1850,1850,4860,4850,4870,3950,3840,3950,1990,2030,2030,6570,6570,6570,1930,1850,1930,660,660,670,13700,13290,13700,850,830,870,,12880,12510,12880,2280,2280,2330,5700,5530,5590,130810,132000,132000,12090,12400,12500,1650,1630,1630,16370,15900,15900,32960,32000,32960,23350,23000,23280,4720,4600,4860,28000,28000,28000,12200,12170,12140,4000,3820,3850,7790,7790,7780,19020,19200,19590,12200,12200,12200,118000,118800,118000,34480,34000,34000,630,620,630,19600,19590,19500,7212.15,7233.33,7233.72,7180.54,648940,-0.2
612,2019-09-05,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,10750,10680,11000,1190,1220,1220,6860,6730,6860,5030,5170,5040,11650,11640,11500,2140,2090,2140,15050,15100,15050,10000,10000,9950,14720,14600,14580,8680,8690,8690,12000,12000,12000,7600,7400,7580,6470,6280,6470,5600,5630,5600,1850,1850,1850,4870,4870,4860,3950,3840,3840,2030,2030,2030,6570,6570,6570,1930,1850,1930,670,660,680,13700,13290,13700,870,830,870,,12880,12880,13190,2330,2350,2320,5590,5650,5640,132000,132000,132000,12500,12870,12500,1630,1630,1610,15900,15500,15500,32960,32000,32960,23280,22900,23180,4860,4730,4860,28000,28000,27900,12140,12000,12120,3850,3950,3940,7780,7700,7700,19020,19200,19590,12200,12200,12200,118000,118000,117000,34000,34470,34470,630,630,630,19500,19590,19400,7200.78,7217.12,7235.28,7176.77,189710,-0.16
613,2019-09-06,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,11000,11000,11290,1190,1220,1220,6860,6950,6770,5040,5170,5040,11500,11500,11400,2140,2090,2140,15050,15100,15000,9950,10050,10000,14580,14550,14400,8690,8690,8660,12000,12150,12150,7580,7400,7400,6470,6280,6280,5600,5600,5640,1850,1870,1870,4860,4880,4860,3840,3950,3950,2030,2000,2000,6570,6570,6570,1930,1850,1930,680,660,680,13700,13700,13990,870,830,870,,13190,12880,13190,2320,2300,2260,5640,5500,5480,132000,132000,132000,12500,12870,12750,1610,1630,1650,15500,15500,15500,32960,32000,32960,23180,22850,23000,4860,4720,4840,27900,27900,27900,12120,12010,12000,3940,3890,3840,7700,7600,7500,19020,19200,19590,12200,12200,12200,117000,117000,116030,34470,34400,34000,630,630,630,19400,19490,19300,7153.93,7200.91,7214.87,7146.75,283400,-0.65
616,2019-09-09,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,11000,11000,11290,1190,1220,1220,6860,6950,6770,5040,5170,5040,11500,11500,11400,2140,2090,2140,15050,15100,15000,9950,10050,10000,14580,14550,14400,8690,8690,8660,12000,12150,12150,7580,7400,7400,6470,6280,6280,5600,5600,5640,1850,1870,1870,4860,4880,4860,3840,3950,3950,2030,2000,2000,6570,6570,6570,1930,1850,1930,680,660,680,13700,13700,13990,870,830,870,,13190,12880,13190,2320,2300,2260,5640,5500,5480,132000,132000,132000,12500,12870,12750,1610,1630,1650,15500,15500,15500,32960,32000,32960,23180,22850,23000,4860,4720,4840,27900,27900,27900,12120,12010,12000,3940,3890,3840,7700,7600,7500,19020,19200,19590,12200,12200,12200,117000,117000,116030,34470,34400,34000,630,630,630,19400,19490,19300,7149.09,7157.58,7176.42,7137.12,283400,-0.07
617,2019-09-10,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,11000,11000,11290,1190,1220,1220,6860,6950,6770,5040,5170,5040,11500,11500,11400,2140,2090,2140,15050,15100,15000,9950,10050,10000,14580,14550,14400,8690,8690,8660,12000,12150,12150,7580,7400,7400,6470,6280,6280,5600,5600,5640,1850,1870,1870,4860,4880,4860,3840,3950,3950,2030,2000,2000,6570,6570,6570,1930,1850,1930,680,660,680,13700,13700,13990,870,830,870,,13190,12880,13190,2320,2300,2260,5640,5500,5480,132000,132000,132000,12500,12870,12750,1610,1630,1650,15500,15500,15500,32960,32000,32960,23180,22850,23000,4860,4720,4840,27900,27900,27900,12120,12010,12000,3940,3890,3840,7700,7600,7500,19020,19200,19590,12200,12200,12200,117000,117000,116030,34470,34400,34000,630,630,630,19400,19490,19300,7124.86,7153.63,7153.63,7117.85,427870,-0.34
618,2019-09-11,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,10950,10990,10850,1190,1220,1220,6850,6870,6850,5180,5180,5330,11680,11880,11720,2090,2060,2110,14800,14890,14860,9990,9990,10000,14400,14500,14710,8700,8680,8680,11980,12000,11950,7400,7600,7600,6280,6280,6280,5690,5650,5650,1850,1810,1850,4870,4920,4890,3890,3890,3890,2000,2000,2000,6570,6570,6570,1930,1850,1930,680,700,690,13990,14000,14000,860,830,830,,12890,12890,12890,2290,2290,2280,5550,5700,5640,132180,132000,132000,12700,12700,12740,1640,1640,1640,16000,16000,16000,32960,32000,32960,23000,22810,22800,4800,4710,4780,27900,27900,27900,11990,11990,12000,3740,3630,3630,7400,7400,7360,19020,19200,19590,12200,12200,12200,114000,116500,114500,33990,34400,33900,620,620,630,19300,19400,19210,7115.62,7129.98,7160.9,7102.62,385540,-0.13
619,2019-09-12,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,10850,10990,10850,1190,1220,1220,6850,6940,6850,5330,5330,5200,11720,11720,11800,2110,2110,2170,14860,14860,14800,10000,10050,10050,14710,14710,14580,8680,8660,8650,11950,11950,11950,7600,7600,7600,6280,6200,6200,5650,5650,5650,1850,1840,1840,4890,4890,4870,3890,3890,3800,2000,2000,2000,6570,6570,6570,1930,1850,1930,690,690,690,14000,14100,14100,830,830,810,,12890,12890,12890,2280,2290,2270,5640,5780,5610,132180,132000,132000,12740,12750,12750,1640,1640,1640,16000,16000,16000,32960,32000,32960,22800,23000,22990,4780,4700,4700,27900,27900,27900,12000,11990,12000,3630,3530,3600,7360,7360,7360,19020,19200,19590,12200,12200,12200,114500,114500,114100,33900,33800,33890,630,630,620,19210,19500,19390,7120.47,7131.87,7155.46,7106.66,1070000,0.07
620,2019-09-13,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,10850,10840,10560,1190,1220,1220,6850,6940,6810,5200,5160,5200,11800,11840,11800,2170,2230,2230,14800,14890,14880,10050,10050,10050,14580,14700,14550,8650,8680,8880,11950,11970,11970,7600,7600,7600,6200,6200,6200,5650,5650,5650,1840,1810,1800,4870,4880,4880,3800,3800,3880,2000,2000,2000,6570,6570,6570,1930,1850,1930,690,670,680,14100,14100,14100,810,790,830,,12890,12890,12890,2270,2260,2260,5610,5470,5590,132180,126240,131870,12750,12750,12750,1640,1640,1630,16000,16000,15900,32960,32000,32960,22990,22800,23000,4700,4700,4800,27900,27900,27900,12000,11820,12000,3600,3650,3650,7360,7360,7360,19020,19200,19590,12200,12200,12200,114100,114200,114210,33890,33900,33890,620,620,620,19390,19310,19300,7117.41,7123.29,7130,7109.47,312450,-0.04
623,2019-09-16,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,10560,10500,10780,1190,1220,1220,6810,6800,6720,5200,5200,5200,11800,11750,11740,2230,2210,2210,14880,14880,14850,10050,10000,10000,14550,14520,14500,8880,8880,8730,11970,11970,11970,7600,7600,7600,6200,6200,6200,5650,5650,5650,1800,1800,1790,4880,4790,4820,3880,3880,3880,2000,2000,2000,6570,6570,6570,1930,1850,1930,680,670,680,14100,14100,14100,830,850,850,,12890,12880,12880,2260,2240,2300,5590,5430,5480,131870,126000,126000,12750,12740,12740,1630,1630,1630,15900,16000,15900,32960,32000,32960,23000,23340,22800,4800,4750,4660,27900,27900,27900,12000,12000,12000,3650,3750,3750,7360,7390,7360,19020,19200,19590,12200,12200,12200,114210,110100,116000,33890,33610,33890,620,620,620,19300,19250,19260,7116.57,7119.39,7134.91,7078.53,220090,-0.01
624,2019-09-17,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,10780,10840,10500,1190,1220,1220,6720,6830,6700,5200,5200,5200,11740,11740,11650,2210,2210,2210,14850,14700,14500,10000,9900,10000,14500,14550,14500,8730,8730,8750,11970,11970,11970,7600,7600,7600,6200,6200,6200,5650,5650,5650,1790,1800,1800,4820,4890,4890,3880,3890,3890,2000,2000,2000,6570,6570,6570,1930,1850,1930,680,670,680,14100,14100,14100,850,830,870,,12880,12880,12880,2300,2300,2290,5480,5620,5540,126000,129780,129780,12740,12400,12400,1630,1630,1630,15900,16000,15900,32960,32000,32960,22800,23350,23000,4660,4660,4700,27900,27900,27900,12000,12000,12130,3750,3800,3800,7360,7360,7360,19020,19200,19590,12200,12200,12200,116000,114500,114500,33890,33890,33990,630,640,650,19260,19100,19240,7105.14,7116.7,7145.65,7105.1,174090,-0.16
625,2019-09-18,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,10500,10800,10300,1190,1220,1220,6700,6700,6500,5200,5160,5160,11650,11510,11650,2210,2210,2210,14500,14500,14480,10000,9900,9900,14500,14500,14300,8750,8750,8600,11970,11970,11970,7600,7600,7600,6200,6200,6200,5650,5640,5600,1800,1760,1790,4890,4850,4880,3890,3780,3880,2000,2000,2000,6570,6570,6570,1930,1850,1930,680,670,680,14100,14100,14100,870,880,920,,12880,12510,12510,2290,2280,2230,5540,5410,5530,129780,126000,132000,12400,12400,12680,1630,1610,1630,15900,15900,16300,32960,32000,32960,23000,23290,23000,4700,4600,4600,27900,27900,27900,12130,12130,12130,3800,3890,3780,7360,7360,7500,19020,19200,19590,12200,12200,12200,114500,115900,115700,33990,33990,33980,650,650,640,19240,19100,19250,7125.38,7094.87,7129.9,7085.24,100280,0.28
626,2019-09-19,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,10300,10580,10490,1190,1220,1220,6500,6670,6500,5160,5310,5300,11650,11650,11650,2210,2210,2210,14480,14780,14400,9900,9900,9900,14300,14300,14250,8600,8560,8600,11970,11900,12000,7600,7600,7600,6200,6200,6200,5600,5590,5640,1790,1750,1750,4880,4900,4900,3880,3800,3790,2000,1940,1940,6570,6570,6570,1930,1850,1930,680,670,680,14100,13680,13680,920,960,960,,12510,12510,12510,2230,2230,2220,5530,5500,5480,132000,126000,132000,12680,12740,12680,1630,1620,1670,16300,15900,16300,32960,32000,32960,23000,22900,23000,4600,4500,4700,27900,27600,27900,12130,12130,12030,3780,3670,3670,7500,7500,7500,19020,19200,19590,12200,12200,12200,115700,113710,113100,33980,33700,33980,640,640,640,19250,19150,19300,7104.73,7123.88,7131.56,7087.21,192290,-0.29
627,2019-09-20,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,10490,10580,10490,1190,1220,1220,6500,6500,6600,5300,5300,5300,11650,11600,11680,2210,2210,2270,14400,14400,14300,9900,10000,10000,14250,14290,14200,8600,8590,8570,12000,12000,11950,7600,7600,7600,6200,6200,6200,5640,5630,5630,1740,1770,1720,4900,4800,4890,3790,3700,3680,1940,1940,1940,6570,6570,6570,1930,1850,1930,680,670,680,13680,13680,13680,960,960,1000,,12510,12510,12510,2220,2270,2210,5480,5510,5350,132000,130000,132000,12680,12740,12680,1670,1670,1660,15820,15350,15350,32960,32000,32000,23000,23250,23100,4700,4680,4730,27900,27880,27900,12030,12020,12100,3670,3600,3600,7500,7500,7500,19020,19200,19590,12200,12200,12200,113100,116000,113000,33980,33980,33890,640,640,640,19300,19300,19300,7105.16,7123.8,7127.53,7089.32,142540,0.01
630,2019-09-23,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,10490,10200,10390,1190,1220,1220,6600,6600,6700,5300,5290,5280,11680,11690,11650,2270,2270,2320,14300,14250,14000,7500,7500,7500,14200,14200,13980,8570,8580,8570,11950,12000,12000,7600,7600,7600,6200,6200,6200,5630,5600,5600,1720,1730,1710,4890,4800,4810,3680,3700,3700,1990,2040,1990,6570,6570,6570,1930,1850,1930,680,690,680,13680,13700,13700,1010,1050,1050,,12510,12510,12510,2210,2260,2250,5350,5490,5400,132000,130000,132000,12680,12740,12680,1660,1660,1660,15350,15350,15350,32000,32000,32000,23100,23000,23000,4730,4680,4730,27900,27890,27890,12100,12020,12090,3600,3600,3500,7500,7500,7500,19020,19200,19590,12200,12200,12200,113000,115000,112000,33890,33720,33000,640,640,630,19300,19260,19220,7075.84,7103.25,7120.76,7068.56,368970,-0.41
631,2019-09-24,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,10390,10200,10190,1190,1220,1220,6700,6680,6510,5280,5130,5130,11650,11600,11570,2320,2270,2320,14000,14350,13800,7500,7490,7450,13980,13980,13780,8570,8510,8440,12000,12000,12000,7600,7600,7600,6200,6200,6200,5600,5600,5600,1710,1700,1660,4810,4800,4790,3700,3720,3700,1990,2040,2040,6570,6570,6570,1930,1850,1930,680,670,680,13700,14000,13300,1050,1060,1110,,12510,12510,12500,2250,2240,2250,5400,5250,5390,132000,130000,132000,12680,12740,12680,1660,1660,1620,15350,16040,16040,32000,32000,32000,23000,22610,22900,4730,4600,4600,27890,27880,27870,12090,12000,12090,3500,3500,3500,7500,7500,7500,19020,19200,19590,12200,12200,12200,112000,111200,111010,33000,32900,33000,630,620,630,19220,19120,19150,7041.77,7076.31,7076.85,7035.91,256940,-0.48
632,2019-09-25,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,10190,10490,10190,1190,1220,1220,6510,6590,6630,5130,5130,5130,11570,11500,11780,2320,2260,2260,13800,13800,13550,7450,7480,7600,13780,13800,13950,8440,8490,8430,12000,12000,11990,7600,7600,7600,6200,6200,6200,5600,5640,5640,1660,1690,1620,4790,4790,4790,3700,3700,3810,2040,2040,2040,6380,6570,6570,1930,1850,1930,680,660,670,13300,13300,13650,1110,1060,1110,,12500,12130,12130,2250,2250,2280,5390,5380,5250,132000,132000,135500,12680,12600,12600,1620,1620,1640,16040,16040,16040,32000,32000,32000,22900,22850,22900,4600,4560,4560,27870,27890,27880,12090,12000,12180,3500,3500,3600,7500,7450,7500,19020,19200,19590,12200,12200,12200,111010,114000,111100,33000,32160,33600,630,630,620,19150,19130,19050,7066.11,7064.63,7076.5,7031.88,448770,0.35
633,2019-09-26,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,10190,10490,10480,1190,1220,1220,6630,6620,6790,5130,5130,5200,11780,11770,11770,2260,2290,2300,13550,13540,13750,7600,7400,7550,13950,13800,14150,8430,8440,8300,11990,11980,11990,7600,7380,7560,6200,6200,6200,5640,5530,5630,1620,1690,1650,4790,4760,4750,3810,3800,3700,2040,2040,2040,6380,6570,6570,1930,1850,1930,670,660,670,13650,13680,13500,1150,1060,1110,,12130,12490,12490,2280,2280,2260,5250,5380,5370,135500,138730,138740,12600,12040,12750,1640,1610,1650,16040,16040,15900,32000,31500,31510,22900,22800,22900,4560,4500,4650,27880,27860,27870,12180,12180,12150,3600,3680,3680,7500,7450,7450,19020,19200,19590,12200,12200,12200,111100,112990,112020,33600,33460,33900,620,610,630,19050,19030,19050,7087.9,7063.28,7095.19,7063.28,462920,0.31
634,2019-09-27,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,10480,10500,10710,1190,1220,1220,6790,6800,6770,5200,5050,5050,11770,11770,11670,2300,2290,2300,13750,13790,13650,7550,7570,7500,14150,14200,14180,8300,8200,7970,11990,11990,11990,7560,7600,7560,6200,6200,6200,5630,5630,5630,1650,1680,1640,4750,4890,4880,3700,3850,3800,2040,2040,2040,6380,6570,6570,1930,1850,1930,670,660,670,13500,13520,13640,1200,1250,1250,,12490,12120,12120,2260,2260,2260,5370,5390,5350,138740,134600,134600,12750,12740,12730,1650,1680,1680,15900,15900,15900,31510,31500,31510,22900,22800,22800,4650,4520,4570,27870,27880,27870,12150,12010,12120,3680,3680,3680,7450,7500,7500,19020,19200,19590,12200,12200,12200,112020,112100,112020,33900,34300,34200,630,620,630,19050,19050,19000,7088.49,7090.22,7098.13,7060.92,300260,0.01
637,2019-09-30,88.9,7.82,3484.6,5468.6,-1202.8,1764.4,18440.9,10710,10980,10970,1190,1220,1220,6770,6770,6950,5050,5200,4900,11670,11680,11710,2300,2240,2280,13650,13850,14190,7500,7400,7450,14180,14290,14100,7970,7950,7780,11990,11990,11900,7560,7400,7560,6200,6200,6200,5630,5630,5600,1640,1680,1630,4880,4920,4850,3800,3690,3690,2040,2040,2040,6380,6570,6570,1930,1850,1930,670,650,650,13640,13500,13500,1270,1320,1340,,12120,12120,12120,2260,2250,2240,5350,5290,5200,134600,134600,134600,12730,12500,12500,1680,1650,1650,15900,16100,16100,31510,31500,31510,22800,22720,22720,4570,4510,4500,27870,27890,27890,12120,12190,12000,3680,3790,3740,7500,7330,7330,19020,19200,19590,12200,12200,12200,112020,112000,112500,34200,34400,34300,630,640,650,19000,19050,18950,7051.03,7094.77,7099.1,7038.4,268280,-0.53
